ies,nome,categoria
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,ALBERTO BARBOSA RAPOSO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,ALESSANDRO FABRICIO GARCIA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,ANTONIO LUZ FURTADO,COLABORADOR
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,ARNDT VON STAA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,BRUNO FEIJO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,CARLOS JOSE PEREIRA DE LUCENA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,CLARISSE SIECKENIUS DE SOUZA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,DANIEL SCHWABE,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,EDUARDO SANY LABER,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,EDWARD HERMANN HAEUSLER,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,HELIO CORTES VIEIRA LOPES,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,HUGO FUKS,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,JULIO CESAR SAMPAIO DO PRADO LEITE,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,MARCELO GATTASS,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,MARCO ANTONIO CASANOVA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,MARCO SERPA MOLINARO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,MARCUS VINICIUS SOLEDADE POGGI DE ARAGAO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,MARKUS ENDLER,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,NOEMI DE LA ROCQUE RODRIGUEZ,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,ROBERTO IERUSALIMSCHY,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,RUY LUIZ MILIDIU,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,SERGIO LIFSCHITZ,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,SIMONE DINIZ JUNQUEIRA BARBOSA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,THIBAUT VICTOR GASTON VIDAL,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,WALDEMAR CELES FILHO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,ALEXANDRE DE MORAIS AMORY,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,AVELINO FRANCISCO ZORZO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,CESAR AUGUSTO FONTICIELHA DE ROSE,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,CESAR AUGUSTO MISSIO MARCON,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,DUNCAN DUBUGRAS ALCOBA RUIZ,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,FABIANO PASSUELO HESSEL,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,FELIPE RECH MENEGUZZI,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,FERNANDO GEHM MORAES,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,FERNANDO LUIS DOTTI,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,ISABEL HARB MANSSOUR,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,JORGE LUIS NICOLAS AUDY,COLABORADOR
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,LUIZ GUSTAVO LEAO FERNANDES,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,MARCIA BORBA CAMPOS,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,MARCIO SARROGLIA PINHO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,MILENE SELBACH SILVEIRA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,NEY LAERT VILAR CALAZANS,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,OSMAR NORBERTO DE SOUZA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PAULO HENRIQUE LEMELLE FERNANDES,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,RAFAEL HEITOR BORDINI,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,RAFAEL PRIKLADNICKI,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,RENATA VIEIRA,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,RODRIGO COELHO BARROS,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,SABRINA DOS SANTOS MARCZAK,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,SORAIA RAUPP MUSSE,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,TIAGO COELHO FERRETO,PERMANENTE
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,VERA LUCIA STRUBE DE LIMA,COLABORADOR
UNIVERSIDADE FEDERAL FLUMINENSE,ALEXANDRE PLASTINO DE CARVALHO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,ALINE MARINS PAES,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,ANA CRISTINA BICHARRA GARCIA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,ANSELMO ANTUNES MONTENEGRO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,ANTONIO AUGUSTO DE ARAGAO ROCHA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,AURA CONCI,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,BRUNO LOPES VIEIRA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,CARLOS ALBERTO DE JESUS MARTINHON,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,CELIO VINICIUS NEVES DE ALBUQUERQUE,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,CELSO DA CRUZ CARNEIRO RIBEIRO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,CHRISTIANO DE OLIVEIRA BRAGA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,CRISTINA NADER VASCONCELOS,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,DANIEL CARDOSO MORAES DE OLIVEIRA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,DANIELA TREVISAN,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,DEBORA CHRISTINA MUCHALUAT SAADE,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,DIEGO GIMENEZ PASSOS,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,ESTEBAN WALTER GONZALEZ CLUA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,EUGENE FRANCIS VINOD REBELLO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,FÁBIO PROTTI,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,IGOR MONTEIRO MORAES,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,JOSE RICARDO DE ALMEIDA TORREAO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,JOSE VITERBO FILHO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,JULIO CESAR STACCHINI DE SOUZA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LEANDRO AUGUSTO FRATA FERNANDES,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LEONARDO GRESTA PAULINO MURTA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LOANA TITO NOGUEIRA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LUCIA MARIA DE ASSUMPCAO DRUMMOND,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LUCIANA CARDOSO DE CASTRO SALGADO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LUIS ANTONIO BRASIL KOWADA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LUIS MARTI OROSA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LUIZ ANDRE PORTES PAES LEME,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,LUIZ SATORU OCHI,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,MARCOS DE OLIVEIRA LAGE FERREIRA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,MARCOS KALINOWSKI,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,MILTON BROWN DO COUTTO FILHO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,ORLANDO GOMES LOQUES FILHO,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,SIMONE DE LIMA MARTINS,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,UEVERTON DOS SANTOS SOUZA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,VANESSA BRAGANHOLO MURTA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,VIVIANE TORRES DA SILVA,PERMANENTE
UNIVERSIDADE FEDERAL FLUMINENSE,YURI ABITBOL DE MENEZES FROTA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ADRIANO ALONSO VELOSO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ADRIANO CESAR MACHADO PEREIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ALBERTO HENRIQUE FRADE LAENDER,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ALEXANDRE SALLES DA CUNHA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ANA PAULA COUTO DA SILVA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ANTONIO ALFREDO FERREIRA LOUREIRO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ANTONIO OTAVIO FERNANDES,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ARNALDO DE ALBUQUERQUE ARAUJO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,BERTHIER RIBEIRO DE ARAUJO NETO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,CLODOVEU AUGUSTO DAVIS JUNIOR,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,CRISTIANO ARBEX VALLE,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,DANIEL FERNANDES MACEDO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,DORGIVAL OLAVO GUEDES NETO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,DOUGLAS GUIMARAES MACHARET,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,EDUARDO MAGNO LAGES FIGUEIREDO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ERICKSON RANGEL DO NASCIMENTO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,FABRICIO BENEVENUTO DE SOUZA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,FERNANDO MAGNO QUINTAO PEREIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,GERALDO ROBSON MATEUS,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,GISELE LOBO PAPPA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,ITALO FERNANDO SCOTA CUNHA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,JEFERSSON ALEX DOS SANTOS,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,JEROEN ANTONIUS MARIA VAN DE GRAAF,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,JOSE MARCOS SILVA NOGUEIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,JUSSARA MARQUES DE ALMEIDA GONCALVES,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,LEONARDO BARBOSA E OLIVEIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,LOIC PASCAL GILLES CERF,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,LUIZ CHAIMOWICZ,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,LUIZ FILIPE MENEZES VIEIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MARCO TULIO DE OLIVEIRA VALENTE,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MARCOS ANDRE GONCALVES,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MARCOS AUGUSTO MENEZES VIEIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MARIO FERNANDO MONTENEGRO CAMPOS,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MARIO SERGIO FERREIRA ALVIM JUNIOR,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MARIZA ANDRADE DA SILVA BIGONHA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,MIRELLA MOURA MORO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,NEWTON JOSE VIEIRA,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,NIVIO ZIVIANI,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,OLGA NIKOLAEVNA GOUSSEVSKAIA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,OMAR PARANAIBA VILELA NETO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,PEDRO OLMO STANCIOLI VAZ DE MELO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,RAQUEL CARDOSO DE MELO MINARDI,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,RAQUEL OLIVEIRA PRATES,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,RENATO ANTONIO CELSO FERREIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,RENATO MARTINS ASSUNCAO,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,RODOLFO SERGIO FERREIRA DE RESENDE,COLABORADOR
UNIVERSIDADE FEDERAL DE MINAS GERAIS,RODRYGO LUIS TEODORO SANTOS,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,SEBASTIAN ALBERTO URRUTIA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,SERGIO VALE AGUIAR CAMPOS,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,THIAGO FERREIRA DE NORONHA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,VINICIUS FERNANDES DOS SANTOS,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,VIRGILIO AUGUSTO FERNANDES ALMEIDA,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,WAGNER MEIRA JUNIOR,PERMANENTE
UNIVERSIDADE FEDERAL DE MINAS GERAIS,WILLIAM ROBSON SCHWARTZ,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ABEL GUILHERMINO DA SILVA FILHO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ADRIANO AUGUSTO DE MORAES SARMENTO,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ADRIANO LORENA INACIO DE OLIVEIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ALEX SANDRO GOMES,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ALEXANDRE CABRAL MOTA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ALEXANDRE MARCOS LINS DE VASCONCELOS,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ALUIZIO FAUSTO RIBEIRO ARAUJO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ANA CAROLINA BRANDAO SALGADO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ANDRE LUIS DE MEDEIROS SANTOS,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,ANJOLINA GRISI DE OLIVEIRA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,AUGUSTO CESAR ALVES SAMPAIO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,BERNADETTE FARIAS LOSCIO,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,CARINA FROTA ALVES,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,CARLOS ALEXANDRE BARROS DE MELLO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,CARLOS ANDRE GUIMARAES FERRAZ,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,CLEBER ZANCHETTIN,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,CRISTIANO COELHO DE ARAUJO,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,DANIEL CARVALHO DA CUNHA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,DIVANILSON RODRIGO DE SOUSA CAMPELO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,DJAMEL FAWZI HADJ SADOK,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,EDNA NATIVIDADE DA SILVA BARROS,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,EDSON COSTA DE BARROS CARVALHO FILHO,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,EDUARDO ANTONIO GUIMARAES TAVARES,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,FABIO QUEDA BUENO DA SILVA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,FERNANDO DA FONSECA DE SOUZA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,FERNANDO JOSE CASTOR DE LIMA FILHO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,FLAVIA DE ALMEIDA BARROS,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,FRANCISCO DE ASSIS TENORIO DE CARVALHO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,FREDERICO LUIZ GONCALVES DE FREITAS,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,GEBER LISBOA RAMALHO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,GEORGE DARMITON DA CUNHA CAVALCANTI,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,GERMANO CRISPIM VASCONCELOS,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,GIORDANO RIBEIRO EULALIO CABRAL,"COLABORADOR
	                                    	PERMANENTE"
UNIVERSIDADE FEDERAL DE PERNAMBUCO,GUSTAVO HENRIQUE PORTO DE CARVALHO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,HANSENCLEVER DE FRANCA BASSANI,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,HENRIQUE EMANUEL MOSTAERT REBELO,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,HERMANO PERRELLI DE MOURA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,JAELSON FREIRE BRELAZ DE CASTRO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,JOSE AUGUSTO SURUAGY MONTEIRO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,JUDITH KELNER,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,JULIANO MANABU IYODA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,KATIA SILVA GUIMARAES,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,KELVIN LOPES DIAS,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,KIEV SANTOS DA GAMA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,LEANDRO MACIEL ALMEIDA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,LEOPOLDO MOTTA TEIXEIRA,COLABORADOR
UNIVERSIDADE FEDERAL DE PERNAMBUCO,LUCIANO DE ANDRADE BARBOSA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,MANOEL EUSEBIO DE LIMA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,MARCELO BEZERRA D'AMORIM,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,MARCIO LOPES CORNELIO,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,NELSON SOUTO ROSA,PERMANENTE
UNIVERSIDADE FEDERAL DE PERNAMBUCO,NIVAN ROBERTO FERREIRA JUNIOR,PERMANENTE
